Column1,Column2,Column3,Column4,Column5
Alison Clear:Allen Parrish:Ming Zhang:Gerritt C. van der Veer,"This panel discusses the development of a global, futuristic computing overview curricular report called Computing Curricular 2020, also known as CC2020. This new document, which is an initiative of the ACM Education Council, published by ACM, will be a revision of one of the most cited curricula documents called Computing Curricula 2005, also known as CC2005 [1]. CC2020 will build on the attributes of the existing predecessor. It will encompass broad global inclusion by welcoming active participation from computing societies around the world such as the Information Processing Society of Japan (IPSJ). CC2020 will also be futuristic in its development. While the new document will include an update to reflect existing curricula reports for computer engineering, computer science, information systems, information technology, and software engineering, it will also describe ways in which new and emerging curricular areas would be included within the framework of the report. The working group of CC2020 will include approximately two dozen professionals from academia and industry who will engage in crafting the new document. Additionally, a subset of about ten people of the working group forms the executive or core operational unit of the CC2020 project. The panelists for this representation are members of this executive group. Their global origins and affiliations represent the diversity of interaction that is one of the hallmarks of this undertaking. The panelists will present their views on the future aspects of the CC2020 report from the perspective of their experiences and affiliations, as well as their countries. The panelists will also provide contrasting points of view on topics relevant to the project. Audience interaction and participation will consume approximately fifty percent of the time allocated to the presentation.",CC2020: A Vision on Computing Curricula,NA:NA:NA:NA,2017
Leigh Ann DeLyser:Tom O'Connell:Diane Levitt:Rebecca Novak:Kevin Wang,"Computer Science Education is rapidly expanding in the United States[5]. As a part of this expansion, many programs are using university students and industry volunteers for a variety of purposes within schools. These volunteers can bring a wealth of content knowledge and professional experience in their interactions with students [3], and can be inspirational when talking about the problems they work on[1]. Some programs even advocate for the use of professionals for instruction based upon their content knowledge[2]. Although professionals often have a high level of content knowledge, they may lack the training or experience necessary to be effective in the classroom[3, 4]. This panel brings together 4 different organizations with experience working with content expert volunteers with widely disparate preparation in teaching. In this panel we will share lessons learned by the organizations whose programs rely on volunteer instructors and mentors, that combined work with over 1,200 volunteers for multiple years. Topics discussed by the panel will include recruitment and selection of volunteers, volunteer training prior to entering the classroom, appropriate supports for volunteers throughout the experience, volunteer retention strategies, and preliminary efforts at evaluating the implementations. Panelists will also discuss volunteers for short-term engagements such as speaking opportunities and school-based hackathons.",Volunteer Best Practices for K12 CS,NA:NA:NA:NA:NA,2017
John DeNero:Sumukh Sridhara:Manuel Pérez-Quiñones:Aatish Nayak:Ben Leong,NA,Beyond Autograding: Advances in Student Feedback Platforms,NA:NA:NA:NA:NA,2017
Lien Diaz:Frances P. Trees:Dale Reed:Richard Kick:Andrew Kuemmel,"The inaugural launch of the College Board's Advanced Placement Computer Science Principles (AP CSP) course coincided within the same year of the announcement of CS For All, a bold national initiative that seeks to support the expansion of computer science education in America, and to empower students to learn computer science and obtain the computational thinking skills needed to thrive in today's transforming digital world. The intent of the AP CSP course supports this initiative as it aims to promote social justice and equity in computer science education. The course is designed to be appealing to a broader audience, including females and minority students, who are underrepresented in computer science, thus providing increased access and opportunity for students to study computer science at the secondary level.",Social Justice and Equity in CS Education: Inaugural Launch of AP Computer Science Principles,NA:NA:NA:NA:NA,2017
Wendy DuBow:Ignatios Vakalis:Laura Dillon:Helen Hu,"Recently, many computing departments in universities and colleges around the nation have seen increases in enrollments in the major. While these increases are largely welcome, it is important that the student population be diversified even as enrollments swell. What are departments doing to ensure that women are both recruited and retained in this changing environment? This panel will share interventions undertaken by three U.S. post-secondary institutions that have focused on increasing their female and underrepresented student enrollment. Their efforts all include multi-pronged approaches, which is consistent with the social science research on how to create institutional reform in academic departments [1]. These institutions have made changes that reflect increased departmental engagement with recruitment and retention for diversity: a shift in individual faculty pedagogical strategies, introductory course restructuring, as well as more outreach and preparatory programs for incoming students. These departments have not only implemented existing evidence-based practices to make these lasting changes, but have tried new ideas as well.",Increasing Diversity in the Face of Enrollment Increases,NA:NA:NA:NA,2017
Jeffrey Forbes:David J. Malan:Heather Pon-Barry:Stuart Reges:Mehran Sahami,"Undergraduates are widely used in support of Computer Science (CS) departments' teaching missions as teaching assistants, peer mentors, section leaders, course assistants, and tutors. Those undergraduates engaged in teaching have the opportunity to deeply engage with CS concepts and develop key communication and social competencies. As enrollments surge, undergraduate teaching assistants (UTAs) play a larger role in student experience and outcomes. While faculty and graduate student instructional support does not necessarily increase with the number of students in our courses, the number of qualified undergraduate teaching assistants for introductory CS courses should scale with the number of students in our courses. With large courses, the significance of the UTAs' role in students' learning likely also increases. Students have relatively little interaction with the instructor, and faculty may have more challenges monitoring and supporting individual UTAs. UTAs have a major role in affecting climate in computer science courses. The climate in large courses has substantial implications for students from groups traditionally underrepresented in computing. This panel will discuss how undergraduate teaching assistants can serve as a scalable effective teaching resource that benefits both the students in the course and the UTAs themselves.",Scaling Introductory Courses Using Undergraduate Teaching Assistants,NA:NA:NA:NA:NA,2017
Ria Galanos:Whitaker Brand:Sumukh Sridhara:Mike Zamansky:Evelyn Zayas,"The pace of technology for use in computing education is staggering. In the last few years, the following technologies have completely transformed our teaching: Piazza, GradeScope, Google Docs, YouTube, Doodle and whenisgood.net, Skype and Google Hangout, and Khan Academy among others. Hardware has also played a part -- we love our Zoom digital voice recorder (for recording CD-quality lecture audio), Blue Yeti USB mic (for audio), and iClickers (for engaging students in class). This panel is an outgrowth of a Technology that Educators of Computing Hail (TECH) Birds of a Feather session that we've held at SIGCSE for seven years, and the panel from SIGCSE 2015 [1] that served as a springboard for a regular column in ACM Inroads [2]. It will provide a chance for seasoned high school and university educators to show you the technologies that have ""bubbled to the top"" for them, and what key problems they solve. Like concert musicians, they will give live demonstrations and reveal the particular configuration options required to make their technology ""sing"". We hope this forum will allow the presenters to dive deeply into the common use cases of these technologies, highlight why they are invaluable, share any ""gotchas"" they've uncovered, and explain how others can adopt them at their institutions. The highlight of the panel is when the audience, inspired by the presentations, is invited to share their favorite ""can't live without"" technologies as well.",Technology We Can't Live Without!: revisited,NA:NA:NA:NA:NA,2017
Jeff Gray:Jennifer Rosato:Bradley Beth:Nigamanth Sridhar,NA,Teaching the Global Impact of Computing,NA:NA:NA:NA,2017
Mark Guzdial:Barbara Ericson:W. Richards Adrion:Megean Garvin,"In January 2016, US President Barack Obama started an initiative to provide CS for All -- with the goal that all school students should have access to computing education. Computing departments in higher education have a particularly important role to play in this initiative. It's in our best interest to get involved, since the effort can potentially improve the quality of our incoming students. CS Departments have unique insights as subject-matter experts to inform the development of standards. We can provide leadership to inform and influence education policy. In this session, we will present a variety of ways in which departments and faculty can support CS for All and will answer audience questions about the initiative. Our goal is to provide concrete positive actions for faculty.","The Role of CS Departments in The US President's ""CS for All"" Initiative",NA:NA:NA:NA,2017
Helen H. Hu:Douglas Blank:Albert Chan:Travis Doom,"TIDES (Teaching to Increase Diversity and Equity in STEM) is a three-year initiative to transform colleges and universities by changing what STEM faculty, especially CS instructors, are doing in the classroom to encourage the success of their students, particularly those that have been traditionally underrepresented in computer science. Each of the twenty projects selected proposed new interdisciplinary curricula and adopted culturally sensitive pedagogies, with an eye towards departmental and institutional change. The four panelists will each speak about their TIDES projects, which all involved educating faculty about cultural competency. Three of the panelists infused introductory CS courses with applications from other disciplines, while one of the projects taught computational skills in natural science courses.",Panel: Teaching To Increase Diversity and Equity in STEM,NA:NA:NA:NA,2017
Kimberly Hughes:Carol L. Fletcher:Leigh Ann DeLyser:Anthony Owen,"Many states are taking up the President's challenge to provide CS for All. One of the most significant barriers to realizing this goal is the lack of trained and certified CS teachers. Building teacher capacity on a large scale is a challenge each of these panelists has tackled in their own region. Panelists will discuss the pros and cons of targeting in-service vs. pre-service teachers, online vs. face-to-face training, carrots vs. sticks, top down vs. bottom up strategies, and long-term vs. short term solutions to building capacity across an entire state or metropolitan area. Panelists represent CS for All efforts from Texas, New York City, and Arkansas.",Building CS Teaching Capacity: Comparing Strategies for Achieving Large Scale Impact,NA:NA:NA:NA,2017
Christian Murphy:Kevin Buffardi:Josh Dehlinger:Lynn Lambert:Nanette Veilleux,"A common refrain from Senior Exit Surveys and Alumni Surveys is the desire to work on ""real-world,"" ""practical"" and ""hands-on"" projects using industry-ready tools and development environments. To assuage this, institutions have moved towards adopting Free and Open Source Software (FOSS) as an avenue to provide meaningful, applied learning interventions to students. Through these experiences, students benefit from engagement with various communities including: the community of contributors to the FOSS project; the community of local software developers; the community of citizens who reside in the local area; the community of students at their institution and others; and, the community of people impacted by the FOSS project. These engagements motivate students, enhance their communication and technical skills, allow them to grow and become more confident, help them form professional networks, and provide the ""real-world"" projects they seek. In this panel, we will discuss our experiences in engaging students with five different types of communities as part of incorporating FOSS into our courses, focusing on how other educators can provide the same benefits to their students as well. In order to satisfy the time constraints of the panel, the last two authors will present together.",Community Engagement with Free and Open Source Software,NA:NA:NA:NA:NA,2017
Farzana Rahman:Helen Hu:Dennis Brylow:Clif Kussmaul,"In recent years, there has been a dramatic increase in computer science undergraduate research activities at colleges and universities nationwide. Developing and maintaining undergraduate research benefits students, faculty mentors, and the institution. Incorporating a research culture along with a sound academic foundation enables students to develop independent critical thinking skills along with effective oral and written communication skills. However, we are in a time when budgets are being tightened and some institutions do not have the resources to pursue such initiatives. Traditionally research focused universities (like R1) have access to various large funding sources to host Research Experience for Undergraduate (REU) programs. R1 universities have established records of accomplishment for innovative research and the faculties at R1 institutions have lab infrastructure to blend such activities for undergraduate students. However, non-R1 institutions (like community colleges, undergraduate, masters, and to some extent R2 institutions) lack resources, lab infrastructure and above all a track record for innovative research that makes it hard for them to obtain funding to host an REU program. Thus, in this panel, our goal is to present ideas for establishing a track record and building an internally and externally funded Undergraduate Research experience (UR), particularly for non-R1 institutions. This involves obtaining funds to conduct the research and to secure travel funds to disseminate research results.",Bringing Undergraduate Research Experience in Non-R1 Institutions,NA:NA:NA:NA,2017
Richard Weiss:Casey W. O'Brien:Xenia Mountrouidou:Jens Mache,NA,"The Passion, Beauty, and Joy of Teaching and Learning Cybersecurity",NA:NA:NA:NA,2017
Doug Baldwin:Grant Braught:Amanda Holland-Minkley,"The SIGCSE Committee on Computing Education in Liberal Arts Colleges was approved in late 2015 and began organizing itself at SIGCSE 2016. The Committee has made an initial survey of the liberal arts computer science landscape, and has identified some central issues for more detailed study. This session will present the Committee's initial findings and future plans, and will solicit audience participation in refining the set of central issues and identifying possible resolutions to them.",Computing Education in Liberal Arts Colleges: A Status Report of the SIGCSE Committee,NA:NA:NA,2017
Douglas Baldwin:Valerie Barr:Amy Briggs:Jessen Havill:Bruce Maxwell:Henry M. Walker,"In this special session, we share a variety of ways in which CS 1 courses can broaden their focus beyond programming. These courses strive to effectively introduce the fundamental ideas of computer science, and the importance of computing in broader contexts, without sacrificing programming rigor.",CS 1: Beyond Programming,NA:NA:NA:NA:NA:NA,2017
Bo Brinkman:Keith W. Miller,"This session is intended as a fun and highly interactive way for college and high school teachers to increase their familiarity with the ACM Code of Ethics and Professional Conduct. Using a quiz show format, participants will be asked to provide solutions to knotty (and sometimes humorous) ethical challenges. This will be followed by think-pair-share (so that everyone gets involved), and then a presentation of the relevant sections of the ACM Code of Ethics and Professional Conduct. Members of the ACM's Committee on Professional Ethics will be on hand to collect feedback and questions about the Code, for use by the Code 2018 task force, and for the ""Ask an Ethicist"" feature at http://ethics.acm.org.",The Code of Ethics Quiz Show,NA:NA,2017
Legand Burge:Marlon Mejias:KaMar Galloway:Kinnis Gosha:Jean Muhammad,"Underrepresented students and the institutions that serve these students need to recognize and address the unique challenges that impact their career pathways and successes. This special session will discuss challenges facing Minority Serving Institutions (MSIs) and how industry-academia partnerships can be a force in mitigating some of these challenges. We will explore how we as a community can work together to develop holistic programs to support student development and excellence. We will highlight the shortcomings, strengths and future of the Googler In Residence (GIR) program from the perspective of select participating colleges, as well as other successful initiatives in motion. It is also essential that promising interventions be shared and scaled across institutions that play an essential role in educating and preparing these students. We are still learning as we go, but this is an opportune time to come together as a community to share our challenges and solutions, to determine how we can move together and how we can all be involved as change advocates. It is meant to be interactive, create shared knowledge and help identify ways of moving forward serving MSIs.",Holistic Development of Underrepresented Students through Academic: Industry Partnerships,NA:NA:NA:NA:NA,2017
Diana Burley:Matt Bishop:Siddharth Kaza:David S. Gibson:Elizabeth Hawthorne:Scott Buck,"In this special session, members of the ACM Joint Task Force (JTF) on Cybersecurity Education will provide an overview of the task force mission, objectives, and release a draft of the curricular guidelines. After the overview, task force members will engage session participants in the curricular development process and solicit feedback on the draft guidelines.",ACM Joint Task Force on Cybersecurity Education,NA:NA:NA:NA:NA:NA,2017
Kelsey Finkel:Kenneth E. Graves:Leigh Ann DeLyser,"K12 CS education is expanding at an unprecedented scale throughout communities nationwide. Throughout research on CS education and education more broadly, the disconnect between research and practice, or research and implementation, is well documented. To enhance its relevance to and for practice, research should build on existing knowledge and account for local contexts, and the engagement of research and researchers should be coordinated to facilitate their connection to practice. In offering this session at SIGCSE, we likely will move away from ""local contexts"" to larger issues; research priorities, however, often are shaped by external, funding priorities and RFPs. The knowledge forum format will allow the community to engage in a process of setting its own agenda which can later be aligned to funding opportunities. Prioritizing topics and questions for research and implementation in ways that are rooted in the needs of instruction and that draw on collective expertise is increasingly important. The proposed special session addresses this issue through a systematic and tested prioritization format. Specific objectives of the proposed session will be to: (1) introduce the topic prioritization format to participants; (2) demonstrate how the format can be used to identify and to organize research priorities among a group of experts; (3) implement the format with members of the SIGSCE community; (4) plant the seeds for potential collaborations; (5) and solicit feedback from the SIGSCE community on how to improve the format.",Special Session: CS Education Research Knowledge Forum,NA:NA:NA,2017
Helen H. Hu:Chris Mayfield:Janice L. Pearce,"POGIL (Process Oriented Guided Inquiry Learning) is a form of active learning where students work collaboratively through activities designed to guide them to discover concepts on their own. POGIL is based on the principle that students will learn and retain more when they construct their own understanding of the computer science (CS) content. Working in groups of three to four, students develop process skills, such as problem solving, communication, and teamwork. This special session will first provide SIGCSE attendees the opportunity to experience a CS POGIL activity for themselves. We will then discuss different ways that instructors might adopt POGIL for use in their classroom, and how the adoption of POGIL by multiple instructors in a department can change the culture of the department.",Special Session: Converting Your Teaching (or Even Your Whole Department!) to Active Learning via POGIL,NA:NA:NA,2017
Eileen Kraemer:Aubrey Lawson:Murali Sitaraman,"This SIGCSE special session provides an opportunity for new researchers in CS education to learn the elements of successful computing education research of different types through a series of exemplar projects. Specifically, this session reports on the findings and example, successful CS education research projects that were discussed and presented at ICER 2016 UP (Understanding and Propagating) CS Ed Research Workshop, sponsored by the National Science Foundation. One goal of the session is to provide a way for proposers of computing education research to ensure that they have well identified education research questions and evaluation mechanisms that are appropriate for the proposal (exploratory vs. design & implementation) according to the Department of Education guidelines. The ICER Workshop was designed to focus exactly on this goal and report to the community.",Special Session: ICER UP CS Ed Research Workshop Summary-Essence of Illustrative Projects,NA:NA:NA,2017
Richard E. Ladner:Matt May,NA,Teaching Accessibility,NA:NA,2017
Renée McCauley:Bill Manaris:David Heise:Cate Sheller:Jennifer Jolley:Alan Zaring,"Computing in the Arts (CITA) is an innovative, interdisciplinary curriculum model which integrates computer science and information technology with traditional art theory and practice. At the College of Charleston, implementation of an undergraduate CITA degree program resulted in an increase in the number of female and minority students pursuing computing-related degrees. [14] With the support of the National Science Foundation (DUE 1323605) and two partner institutions, we are building a community of educators who are creating innovative instructional materials that synthesize computing and the arts. Three faculty summer workshops (Wake Forest University in 2014, College of Charleston in 2015, and University of North Carolina at Asheville in 2016) involved over 70 computer science and arts faculty from across the U.S. What has emerged are various ways of synthesizing computer science and arts, including creation of new synthesis courses, modifications to traditional computing courses, development of new CITA-like curricula, design of CITA-like project experiences for undergrads, and other creative endeavors combining computer science techniques and traditional art practices and theory. During the session, we will discuss steps involved in moving forward and keeping this community growing. The session will involve audience participation, including exchanges between the session presenters and other audience members. The goal is to share our results, hear about results from other non-presenting colleagues, and to continue to grow the teaching of computer science and computational thinking to the arts and humanities masses, as well as to further enrich traditional computer science courses with creative applications, assignments, and projects.",Computing in the Arts: Curricular Innovations and Results,NA:NA:NA:NA:NA:NA,2017
Nick Parlante:Julie Zelenski:Dave Feinberg:Kunal Mishra:Josh Hug:Kevin Wayne:Michael Guerzhoy:Jackie Chi Kit Cheung:François Pitt,"I suspect that students learn more from our programming assignments than from our much sweated-over lectures, with their slide transitions, clip art, and joke attempts. A great assignment is deliberate about where the student hours go, concentrating the student's attention on material that is interesting and useful. The best assignments solve a problem that is topical and entertaining, providing motivation for the whole stack of work. Unfortunately, creating great programming assignments is both time consuming and error prone. The Nifty Assignments special session is all about promoting and sharing the ideas and ready-to-use materials of successful assignments.",Nifty Assignments,NA:NA:NA:NA:NA:NA:NA:NA:NA,2017
Rebecca Vivian:Katrina Falkner:Claudia Szabo,"This special session is based around key findings of a Barbara Cail STEM Fellowship that aims to inform key stakeholders about international best practices for broadening participation and diversity in computer science. This special session provides opportunities for the audience to contribute to this research discussion and to analyse and develop strategies for their own unique contexts, in a facilitated approach using the benchmark framework and key findings.",Broadening Participation in Computer Science: Key Strategies from International Findings,NA:NA:NA,2017
Michael Ball,"While text based languages have been (relatively) straightforward to grade automatically, visual programming languages have been largely left out of the equation. However, as the demand for introductory CS courses has recently grown, so too has the interest in CS courses that use visual programming languages, and thus the need for a scalable solution to providing student feedback. The demo will present a system an autograder for Snap!, a visual programming language inspired by Scratch. Our autograder is a hosted solution which would allow other courses to use our tools with little effort. At the most basic level, the autograder contains a database of questions, test cases, and a method for presenting results to students. However, there are additional features for integration through LTI and advanced data analysis. The autograder allows real-time feedback for students, and for instructors to write tests in JavaScript, and eventually Snap! directly. We will show how instructors can write test cases and integrate the tool into their classrooms. We will also demo some data analysis capabilities of our system. This demo should be informative to those working with visual programming languages, including ones other than Snap!. We hope to provide a useful tool, and gain feedback for future iterations of the software.",Writing Autograders for Snap! And Integrating them Into Your Course (Abstract Only),NA,2017
Thomas Ball:Judith Bishop:Jonathan de Halleux,"The micro:bit (http://www.microbit.org) is a pocket-sized, programmable computing device, designed to engage people with computing technology. The micro:bit is visually appealing, fun, easy to code and inexpensive. It is widely available at schools in the United Kingdom and is now being rolled out world-wide. Key features of the micro:bit that make it a great device for physical computing include a display of 25 LEDs, two programmable input buttons, a USB connector, an edge connector, built-in sensors (e.g. accelerometer, compass and temperature sensor), Bluetooth and a battery pack connector. With these physical attributes, the micro:bit can be used to interact with the world in engaging ways such as a watch, a guitar or a moisture sensor. Multi-person games and apps are possible since micro:bits can communicate with each other. Programming the micro:bit can take place on almost any device (laptop, tablet, desktop) that has a modern browser and a USB connection. The micro:bit platform supports programming in a block-based language or a safe version of JavaScript, which provides a progression for learners of different ages and experience levels. This demo will appeal to computer education researchers specializing in K-12 as well as to instructors wanting a new way to introduce computing in CS101 with a ""maker"" flavor. In the demo we will show the platform and the hardware. Attendees will have the chance to create apps on real micro:bits. It will be helpful to bring a device with a browser.",The Micro:bit: Hands-on Computing for the New Generation (Abstract Only),NA:NA:NA,2017
Austin Cory Bart:Dennis Kafura,"Introductory non-major learners face the challenge of mastering programming fundamentals while remaining sufficiently motivated to engage with the computing discipline. In particular, multi-disciplinary students struggle to find relevance in traditional computing curricula that tend to either emphasize abstract concepts, focus on entertainment (e.g., game and animation design), or rely on decontextualized settings. To address these issues, this demo introduces BlockPy, a web-based environment for Python (https://blockpy.com). The most powerful feature of BlockPy is a dual text/block view that beginners can freely move between, using advanced Mutual Language Translation techniques. The environment contextualizes introductory programming with data science by integrating real-world data including weather reports, classic book statistics, and historical crime data. A fusion of Blockly and Skulpt, the entire interface runs locally with no need for server sandboxing. BlockPy is also a platform for interactive, guided practice problems with automatic feedback that scaffolds learners. This demo will walk through the novel features of BlockPy's environment, including the instructor's perspective of creating new problems and how BlockPy can be embedded in modern LTI-compatible learning management systems. BlockPy is available online for free and is open-sourced on GitHub. This material is based on work supported by the NSF under Grants No. DGE-0822220, DUE-1444094, and DUE-1624320.",BlockPy Interactive Demo: Dual Text/Block Python Programming Environment for Guided Practice and Data Science (Abstract Only),NA:NA,2017
Brian Broll:Akos Ledeczi,"NetsBlox is a new collaborative learning environment extending Snap! with a few carefully selected abstractions that enable students to create distributed applications. In today's interconnected world, it will become increasingly important to have a basic understanding of computer networking and distributed computation yet these topics are rarely covered in K-12 curricula. Conversely, NetsBlox makes distributed programming accessible to beginner programmers using its simple yet powerful visual programming primitives, an intuitive user interface and a sophisticated cloud-based infrastructure. Moreover, the tool enables students to work together on the same project from different computers similarly to how Google Docs operate. This feature enables online collaboration and facilitates new ways to teach and learn programming. By allowing students to create multi-player games, NetsBlox provides increased motivation and is likely to prove engaging to students. By providing access to online public domain data sources, such as weather, earthquake, and air pollution data, in a unified manner, students will be able to create interesting science projects in a number of STEM fields promoting interdisciplinary learning. This technology demonstration will introduce the environment and demonstrate its utility in creating multi-player games, such as Battleship and Tic Tac Toe, as well as highlight two client-server applications that display weather and historical earthquake data, respectively, on top of an interactive Google Maps background. Audience members will be asked to participate in a massively parallel volunteer computing application doing prime factorization of large numbers. The open source public domain NetsBlox environment is accessible at http://netsblox.org.",Distributed Programming with NetsBlox is a Snap! (Abstract Only),NA:NA,2017
Jason Freeman:Brian Magerko:Doug Edwards:Lea Ikkache,"Participants of the session will discover EarSketch (https://earsketch.gatech.edu), a free, web-based learning environment that teaches introductory computer science through music. It aligns with Computer Science Principles and has been used in a variety of other educational contexts as well, ranging from late elementary through College. EarSketch provides an in-depth introduction to computer science and programming through composing, producing, and remixing music with Python and JavaScript code. No previous knowledge or experience in music, Python, or JavaScript is required to begin learning or teaching with EarSketch. Results from pilot studies show that EarSketch facilitates student learning about computation and improves student engagement in computing through parameters such as self-confidence, motivation, or intent to persist. This trend is particularly true for female and minority students, who are underrepresented today in US computer science classrooms. EarSketch comprises a curriculum, teacher materials, a coding environment, a DAW (Digital Audio Workstation), a sound database, and sharing tools. Fundamental computing concepts are introduced through curricular modules that teach how to place sounds, create rhythms, and manipulate effects, with a focus on popular genres such as hip hop and dubstep. The platform has over 77,000 users in computer science classrooms across the US and internationally. EarSketch receives funding from the National Science Foundation, the Scott Hudgens Family Foundation, the Arthur M. Blank Family Foundation, and the Google Inc. Fund of Tides Foundation.","EarSketch, a Web-application to Teach Computer Science through Music (Abstract Only)",NA:NA:NA:NA,2017
M. Muztaba Fuad,"To improve student's class experience, the use of mobile devices has been steadily increasing. However, such use of mobile learning environments in the class is mostly static in nature through content delivery or traditional quiz taking. In CS courses, we need learning environments where students can interact with the problem and faculty can assess their learning skills in real-time using problems with different degree of difficulty. To facilitate such interactive problem solving using mobile devices, a comprehensive backend system is necessary. However, such system is not available to CS instructors. To facilitate in-class interactive problem solving, a Mobile Response System (MRS) is developed, which is independent of any interactive problems or its domain. This demo session will present details of NSF funded MRS software, associated pedagogy, and how to use it in the class. MRS provides faculty with the opportunity of evidence-based teaching by allowing students with exercises with different learning outcomes and by getting an instant feedback on their performance. The formative assessment information provided by MRS allows the faculty to have real-time evidence of students' comprehension of covered lecture materials on that particular class and also helps faculty to identify the concepts that need to be repeated or reinforced. MRS is open sourced, extensible and can render interactive exercise developed by third party developer.",Interactive Problem Solving Using Mobile Devices in the Classroom (Abstract Only),NA,2017
Matthew Peveler:Jeramey Tyler:Samuel Breese:Barbara Cutler:Ana Milanova,"Submitty (http://submitty.org) is an open source programming assignment submission system from the Rensselaer Center for Open Source Software (RCOS) at Rensselaer Polytechnic Institute (RPI). Students can submit their code via a web interface in a variety of ways, where it is then tested with a highly configurable and customizable automated grader. Students receive immediate feedback from the grader, and can resubmit to correct errors as needed. Through an online interface, TAs can access detailed grading results and supplement the automated scores with manual grading (numeric and written feedback) of overall program structure, good use of comments, reasonable error checking, etc. and any non-programming components of the assignment. The instructor can also configure the system to allow for a configurable late day policy on a per assignment and per student basis. We currently use Submitty in eight different courses (spanning from introductory through advanced topics) serving over 1500 students and 35+ instructors and TAs each week. We will present a range of ""case study"" assignment configurations in a hands-on demo, going from simple through complex, using a variety of different automated grading methods including per-character and per-line output difference checkers, external unit testing frameworks (such as JUnit), memory debugging tools (Valgrind and DrMemory), code coverage (e.g., Emma), static analysis tools, and custom graders. Submitty can be customized per test case as appropriate to apply resource limits (running time, number of processes, output file size, etc.) and to display or hide from students the program output, autograding results, and testing logs.","Submitty: An Open Source, Highly-Configurable Platform for Grading of Programming Assignments (Abstract Only)",NA:NA:NA:NA:NA,2017
Andreas Stefik:Richard Ladner,"Quorum is a relatively new programming language that was originally designed for students with disabilities. In recent years, as its adoption has increased worldwide in K-12 (largely in middle/high school) and at universities, it has expanded to be a powerful, commercial-grade, programming language that includes support for 3D gaming, music, and other fun and creative activities. While new features are designed for all, they maintain compatibility for people with disabilities, including a novel way for individuals who are blind to create 3D games. Finally, Quorum is the first language to use human-factors evidence from both field data and randomized controlled trials in its design. This approach provides the broader research community an organized way to influence the design of the language over time according to evidence based practices. We call this approach evidence-oriented programming. A laptop would help participants follow along with the session and handouts will be provided. Quorum can be found at https://www.quorumlanguage.com/.",The Quorum Programming Language (Abstract Only),NA:NA,2017
Alice Steinglass:Baker Franke:Sarah Filman,"App Lab (https://code.org/applab) is Code.org's rapid-prototyping environment for creating HTML, CSS, and JavaScript-powered web applications. It was created as part of a rich set of instructional resources designed for teachers of the new AP Computer Science Principles (CSP) course. Yet, App Lab far exceeds the needs of CSP, and would be an appropriate learning environment for students in any CS0/CS1 class, even at the university level. App Lab gives novice programmers access to capabilities previously reserved for courses that require sophisticated tech setup and knowledge of both front and backend web development, server-side scripting, databases, etc. This demonstration aims to give a brief overview of App Lab and its purpose and then move quickly into demonstrating the more advanced features of App Lab that few people know are even there! The audience should come away with knowledge and access to exemplars that highlight App lab's possibilities, and see some of its richer features in action. Finally we will end with a discussion about how best to integrate App Lab into existing courses. App Lab was developed as part of collaboration between Code.org and David Bau (Google), creator of PencilCode.net.",App Lab: A Powerful JavaScript IDE for Rapid Prototyping of Small Data-backed Web Applications (Abstract Only),NA:NA:NA,2017
Eric Walker:Julia Connelly:David Musicant,"Version control systems are crucial tools for computer scientists, and the need for students to be fluent in them is well-recognized. However, Git and other version control systems (VCSs) are difficult to learn and use. Elegit is a new Git client that we created to help students learn how Git works while using it. Our approach is different from other GUI Git clients in that our key goals are not only to help students successfully use Git, but equally importantly to help students learn about how Git works in its own native way. We preserve standard Git terminology wherever possible, and place a high priority on not modifying the standard Git model. Simultaneously, we strive to make Elegit easy for beginners to use. This demo provides a brief tutorial on using Elegit, discussion on the process of designing the tool to do this, evaluation of the effectiveness of the tool, and improvements made based on this evaluation and our own learning of Git while developing the application. Information about Elegit can be found at http://elegit.org. This work is supported by a SIGCSE Special Projects Grant, and by Carleton College.",Elegit: Git Learning Tool for Students (Abstract Only),NA:NA:NA,2017
Julia Bernd:Jonathan Corley,"One of the most innovative features of the new AP Computer Science Principles course framework is that it includes the Global Impact of Computing-not just as an occasional flourish, but as one of its foundational Big Ideas (#7). The real-world impact of computing-on society and on their own lives-is a great hook that can stimulate students' lasting interest in computer science, whether in CSP or any other CS class. Teach Global Impact is a collaborative effort among leading computer science educators that leverages seven excellent CSP curricula and PD programs. (BJC, CISS, Code.org CSP, CS Matters, CSP CS4HS, Mobile CSP, and UTeach CSP.) These curricula are contributing activities that highlight the potential impacts of big data, multimedia, artificial intelligence, and Internet connectivity, among other things. We are working to bring together all of these existing Global Impact lesson materials into a unified resource, and to fill in any gaps by creating new materials, along with classroom strategy guides for teaching about impact. This lightning talk will introduce teachers to the resources available on the Teach Global Impact website, including a database of existing materials, new activities and strategy guides, and a Computing in the News feed featuring student-curated stories aligned with CSP learning objectives. We'll also talk about new activities in the works, including classroom simulations around net neutrality and encryption ethics, a lesson plan on online research and writing for CS, and a series of videos illustrating key essential knowledge points.",Teach Global Impact: A Resource for CSP (or Any CS Class!) (Abstract Only),NA:NA,2017
